Presidente;Mandato;Data;Aprova;Desaprova;Não sabe/Não respondeu;Taxa de juros - Over/Selic (% a.m.);Inflação - IPCA (% a.m.) ;Taxa de desemprego (%);;
Luiz Inácio Lula da Silva;2;01/03/2009;78;19;3;0,9709;0,20;9,0;
Luiz Inácio Lula da Silva;2;01/05/2009;80;16;4;0,7709;0,47;8,8;
Luiz Inácio Lula da Silva;2;01/09/2009;81;17;2;0,6937;0,24;7,7;
Luiz Inácio Lula da Silva;2;01/11/2009;83;14;2;0,6600;0,41;7,4;
Luiz Inácio Lula da Silva;2;01/03/2010;83;13;4;0,7600;0,52;7,6;
Luiz Inácio Lula da Silva;2;01/06/2010;85;11;3;0,7900;0,00;7,0;
Luiz Inácio Lula da Silva;2;01/09/2010;85;12;3;0,8500;0,45;6,2;
Luiz Inácio Lula da Silva;2;01/12/2010;87;10;2;0,9073;0,63;5,3;
Dilma Roussef;1;01/03/2011;73;12;14;0,9205;0,79;6,5;
Dilma Roussef;1;01/07/2011;67;25;8;0,9679;0,16;6,0;
Dilma Roussef;1;01/09/2011;71;21;8;0,9418;0,53;6,0;
Dilma Roussef;1;01/12/2011;72;21;7;0,9073;0,50;4,7;
Dilma Roussef;1;01/03/2012;77;19;5;0,8211;0,21;6,2;
Dilma Roussef;1;01/06/2012;77;18;5;0,6415;0,08;5,9;
Dilma Roussef;1;01/09/2012;77;18;4;0,5390;0,57;5,4;
Dilma Roussef;1;01/12/2012;78;17;5;0,5502;0,79;4,6;
Dilma Roussef;1;01/03/2013;79;17;5;0,5494;0,47;5,7;
Dilma Roussef;1;01/06/2013;71;25;4;0,6053;0,26;6,0;
Dilma Roussef;1;01/07/2013;45;49;6;0,7241;0,03;5,6;
Dilma Roussef;1;01/09/2013;54;40;6;0,7130;0,35;5,4;
Dilma Roussef;1;01/12/2013;56;36;7;0,7897;0,92;4,3;
Dilma Roussef;1;01/03/2014;51;43;6;0,7659;0,92;5,0;
Dilma Roussef;1;01/06/2014;44;50;6;0,8245;0,40;4,8;
Dilma Roussef;1;01/09/2014;48;46;6;0,9073;0,57;4,9;
Dilma Roussef;1;01/12/2014;52;41;8;0,9613;0,78;4,3;
Dilma Roussef;2;01/03/2015;19;78;4;1,0400;1,32;6,2;
Dilma Roussef;2;01/06/2015;15;83;2;1,0667;0,79;6,9
Dilma Roussef;2;01/09/2015;14;82;3;1,109;0,54;7,6
Dilma Roussef;2;01/12/2015;14;82;4;1,1621;0,96;6,8
Dilma Roussef;2;01/03/2016;14;82;3;1,1621;0,43;9,5
Michel Temer;1;01/06/2016;31;53;16;1,1621;0,35;11,3
Michel Temer;1;01/09/2016;28;55;17;1,109;0,08;null
Michel Temer;1;01/12/2016;26;64;10;1,1233;0,3;null
